我家熊孩子不熊 || 点赞16 || 评论804
以前有妹子和我说喉咙痛，我总是关心的说上火了吧，喝点凉茶，吃饭清淡一点。过几天就好了。，现在有妹子和我说喉咙痛。我就想说特么的，秀恩爱也太tmd直接了。还非得在我这个单身汪面前秀！
你家邻居叫马乐 || 点赞28 || 评论1519
有一次跟老婆一起逛街，路上有一块地砖破成了两截，我被绊了一下，以五体投地的姿势摔倒在地上。老婆非说地上有100块钱，我刚刚趴地上就是为了护住那100块钱，言之凿凿！非让我给她分50，不然就扣光我那个月的零花钱。妈的，这也太能扯了！我特么摔了一跤不说，还白白损失50块！
雪雪吖 || 点赞28 || 评论1981
昨天男友把我惹生气了，觉得自己好苦，就开始哭。结果哭的停不下来，一边玩保卫萝卜分散注意力，一边抽泣。男友一直沉默的坐在旁边，我看他表情很沉重，  随口问句怎么了，他居然说:“你拐角上怎么不放个塔啊?”这日子还过得下去吗?
幽月乱花 || 点赞3 || 评论116
谁要男朋友  送她一筐
荒天语 || 点赞62 || 评论1654
神评就给你们了。
︴执伞人 || 点赞19 || 评论840
今天总公司派领导下来做问卷调查，我被抽中问卷对象……轮到我时，领导看到我时眼角抽搐了下。问过我姓名，填写在问卷报告之后就用一种审视的眼光看着我。过了好一会领导才开口“带身份证了吗？”我一阵疑惑，问卷调查也要带身份证？不过还好带了，我把身份证给他之后，他看着我的身份证后，在问卷报告性别那一栏写了个女字，然后就把身份证还给了我……
#落落大方 || 点赞23 || 评论933
永远不要感觉和老板关系好，可以做朋友，人家只是把你当员工，榨取你的利用价值，只要你好好干活，多干更好，你生病了，难受了，想偷点懒，呵呵，不行。休想。怎么办，没办法，辞职吧。
裸奔飞天牛 || 点赞27 || 评论939
楼主80后，小时候在农村长大，那时候很迷信的------------割鸡割鸡--------------话说我一个同学也是从小多灾多难，听偏方认了棵百年古树当干爹，每次上下学路过大树的时候都哟呵一声:爹我上学去了[流鼻血]结果那棵活了几百年的树第二年就死了😂
塞德尼瑪乌起码黑 || 点赞198 || 评论3342
有需要的call我，价钱可以商量。
花七七… || 点赞10 || 评论1026
在坐公车上，邻座是一个少妇，抱着个小男孩。那个小家伙一直朝我看，忽然莫名其妙的问：“你今天不用去砍树吗？”我一头雾水，不知如何回答。她妈妈转过头看了我一眼，说：“别乱说，他不是光头强。”气氛很尴尬。车到站了，少妇一边下车一边放出拖拉机般的笑声。真难为她了，强忍到下车了才笑出声……
爱我就宠我， || 点赞32 || 评论960
还说同学，昨天说借我二百块钱，今天还，我发给他了，他居然说是愚人节，我被骗了，这种同学我要你何用，还不如一些从未见过糗友守信用
过夜的开水 || 点赞10 || 评论975
我跟老爸去地里干活，老爸扛着锄头去了邻家果园聊天，我干到快中午时老爸空着手回来了，叫我歇会儿，抢过我的锄头就挖地去了。我坐下刚拿出手机，老妈就来喊吃饭，训我，就知道玩手机，咦你锄头呢？老爸说，快去隔壁把锄头拿回来啊！
满船清梦压星河～ || 点赞29 || 评论1301
妇女节那天下乡搞活动，凡是参加活动的妇女都会有礼品送，大家参加完活动后都自觉排队拿礼品，有个八九十岁的老奶在旁边看着有东西拿，硬是插队！结果被告知只有参加活动的妇女才有，这老奶就开始撒泼骂人，日天日地，日人父母长辈。街道办主任看不下去了:老奶，你都八九十岁了，就算你要日，你特么还日得动么！
过分怀旧 || 点赞1 || 评论121
求同行的朋友，做个伴儿。
畜牲，放开那女孩，… || 点赞28 || 评论395
大学时候谈了一个女朋友，十分漂亮，我们约定毕业后就结婚的。但毕业后我进入了社会，才发现压力十分的大，结婚一事也就搁浅了。父亲总告诉我，有份工作很不错，要埋头苦干，金子到哪里都会发光的，不知道是不是他们那个年代过来的人认为有一个工作就是铁饭碗了，但他们却不知道如今竞争多么的大。公司是国企，大学生并不少，我这样的人也不算特别出众，我一直把父亲的话作为方向，以为自己只要努力去做了，领导就会看到的，可那些闲散的人却在岗位提升上比我快，那时候我才知道，努力是不行的，关系比什么都重要。女友就不一样了，她…
华丽的邂逅921 || 点赞18 || 评论894
刚出生！！
上凹下凸 || 点赞79 || 评论4916
闺蜜非常臭美，去小餐馆吃饭忍不住和老板搭炫耀：老板，你看我美吗？……老板正色回答：我可是正经人!……就你这模样!超过500我可不干那事儿!
哥是纯爷们！！！ || 点赞83 || 评论816
作为一个资深八年的老糗友我把这个发抖音上了
服不服！！！！ || 点赞1 || 评论104
好久没出来来，我是来送清凉的
吃了两碗又盛 || 点赞14 || 评论2097
叫媳妇找东西，她没耐心，刚翻两下就说没看见。我说:你把眼镜戴上！结婚多 年，默 契总是有的，媳妇听完这话直接飞过来一只拖鞋:你特么是说我瞎吗？
十里柔情一帘幽梦 || 点赞166 || 评论11688
我老公叫我老婆，孩子叫我老妈，弟弟叫我老姐，我感觉活了这么多年，除了赚了一把年纪一事无成。　　“我发誓，如果现在谁还能夸我一声年轻，哪怕说我一声小，我就给谁当牛做马。”　　我刚发完誓，我妈来电话了。　　“小兔崽子，还不回来吃饭。”　　这就是命!
老李家掌柜的 || 点赞32 || 评论1169
闺蜜最近迷上了十字绣，来家里做客也带着。刚走进屋就把她的半成品摊开在了茶几上，边聊天边绣……老公也凑了过去站在她的身后：啧啧啧！绣的真好……好手法……要不是他色咪咪眼神.伴随着鼻血流下来…还有闺蜜的低胸装…我还真就信了！
大楊少強 || 点赞88 || 评论1270
.亮点自找！！
极限小孩 || 点赞96 || 评论4526
本人女，~~~~~~~哥哥哥哥哥哥哥哥哥哥哥哥咯咯～~~~~~~~今天老妈老爸去买菜了，我起得很早，无聊之下就看电视，然后就看到了一个介绍甩头舞的节目，由于本人头发较长就想学一下。就坐在我家的茶几上狂甩头，不知过了多久，头有点昏了，就想说休息一下，结果悲剧了，我发现我老妈老爸一直在门口看着我。。。还是张着嘴的。。。估计他们以为我中风了- -CNT求过
临水清照抚梧桐。 || 点赞32 || 评论1445
公司征文，我爱企业，展现企业风采，要求征集工作照片之类，那天同事登高作业，我就拍了张照片，然后在公司报纸上发布了。也不知道那个领导看到了，罚了同事200。说没有系安全带。然后全公司开安全大会。总感觉我把大伙坑了。。。
万里归舟入夜时. || 点赞57 || 评论1047
和皇冠上的钻石一样有价值..[机智][机智]
（灵魂屠夫） || 点赞30 || 评论1221
昨天车钥匙丢了（破面包车），然后打电话找了一个开锁的，张嘴要三百，给两百都不干。本人一气之下，85块买了一套新的全车锁（外带两把钥匙）。楼主亲自上阵，一个半小时换好。我就问问你们6不6[机智]
动物园里的猴 || 点赞29 || 评论1433
女友最近饭量猛长，人也跟吹气似的，半个月胖了八斤，我不理解的问她“亲爱的，你是不是中 邪了，以前长半斤肉肉都跟我哭闹半天，现在这是咋了。。”女友瘪嘴说“凭啥每次出游都是你妹妹坐副驾驶，还不是因为她胖，我要猛吃，长的比她还胖，下次出游我就可以坐副驾驶挨着你了。。”呃，，
分分钟拔剑砍死妳 || 点赞5 || 评论397
老公出差两年多，终于回到了家。但是，老公回家后却发现老婆怀里抱着一个婴儿！老公激动的质问妻子：“是谁干的事？是不是隔壁的阿龙？”妻子回答：“不是！”老公又问：“是不是我的朋友阿发？”妻子答道：“不是！”老公愤怒的说：“一定是小王，我那该死的酒肉兄弟！”妻子不耐烦的说道：“烦死人了！难道我就没有自己的朋友吗？！”
我叫荀彧不叫狗货 || 点赞18 || 评论1213
晚上女朋友突然对我说:“你太帅了我没安全感，我们分手吧！”我TM这暴脾气一上来就是一巴掌，你特么这理由也太牵强了吧？我长什么样我心里没点逼数吗？
封了封了 || 点赞64 || 评论1451
朋友A急用钱，想把值80多万的机器贱卖，于是我把朋友B介绍了给A。。。最后四十多万成交了，朋友B让人转交了一张卡给我，里面有200块钱[捂脸][捂脸][捂脸]
动物园里的猴 || 点赞60 || 评论2997
公司聚餐，喝的有点多，同事回到家的。。女友把我扶到沙发上躺下，喊我几声让我去洗洗睡觉，我闭着眼睛就是不睁眼，女友看我真的睡了，开始脱我裤子，“擦，这娘们平时矜持，这会儿主动了，，”然后“啪啪啪”女友对着我的屁股开始抽“天天被你啪 啪，今天我也要让你尝尝被啪 啪的滋味儿，，”卧 槽。。
石榴木G || 点赞7 || 评论768
转来的，原创不详
离开这个很幸福 || 点赞27 || 评论229
怪不得这么多人考不过
翔妖大法湿_Jam… || 点赞9 || 评论1071
老爸，这样真的好么？！
风吹屁股蛋子疼 || 点赞80 || 评论8953
去儿子小学开家长会，老师在讲台上滔滔不绝，我在下面点头哈腰，听的昏昏欲睡。后面有人捅我，我一下子惊醒了，抬头看见老师正盯着我，一脸严肃地讲“有个别学生上课老是睡觉！”我条件反射地坐直了腰，然后拿起儿子的书装模作样地看起来。。。半天才反应过来，踏马老子现在是家长。。。
匿名用户 || 点赞26 || 评论1714
现在的人真是太过分了，今天中午在路上看到一个中暑晕倒的女子，本着雷锋精神，我把她搬公园里的树阴下，帮她把衣服都解开，给她做人工呼吸，谁知道她一醒来就打了我一巴掌，气的我连裤子都没穿好就和她扭打了起来！！
好吃的焦糖饼干……… || 点赞61 || 评论3495
前几天，老公给我买了件外套，花了800。婆婆夸衣服很好看，问多少钱。老公怕婆婆不高兴，就说：网上买的，便宜，才花了180！婆婆一听，果然高兴的笑了：哈哈，儿媳妇，看你公公给我买的大衣，花了1800。你老公不行啊……
ben796 || 点赞0 || 评论144
叫个鸡，满足你对鸡的—切幻想
鬼龙小爆 || 点赞8 || 评论479
和朋友走在路上看到一个算命的，挂着牌子“不用开口，算你贵姓”。朋友专治各种不服，跑过去说“大师，请算一下我姓什么。算对了就给钱”面对朋友的执着，大师要了朋友的家庭住址和出生年月，闭上眼睛就开始神神叨叨。大约过了十多分钟，我有点不耐烦，对朋友小声说“王强，别闹了，我们走吧！”朋友说没事，反正闲着，等他算完。大概又过了十多分钟，大师睁开眼，一脸自信的说“如果我没算错，你应该姓王！”朋友一脸贱笑，拿出身份证对着大师说“看好了，我叫刘XX”…
天哥少侠 || 点赞16 || 评论954
我 拿食堂饭卡给工行的工作人员取款，他看了一眼，利索地丢了出来，我又塞了回去，大声地说我取钱呐，又利索地丢了出来，说卡拿错了。我讪讪地取了回来，又拿建行的卡递了过去……
